Control ID,Control Name,CCI,CCI Definition,Status,Risk Level,Assessment Date,Assessor,Comments
AC-1,Policy and Procedures,CCI-000002,"Disseminate the organization-level; mission/business process-level; and/or system-level access control policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance to organization-defined personnel or roles.",Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-000003,Review and update the current access control policy on an organization-defined frequency.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-000005,Disseminate procedures to facilitate the implementation of the organization-level; mission/business process-level; and/or system-level access control policy and associated access controls to the organization-defined personnel or roles.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-000006,Review and update the current access control procedures on an organization-defined frequency.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-001545,Defines a frequency for reviewing and updating the access control policy.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-001546,Defines a frequency for reviewing and updating the access control procedures.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-002107,Defines the personnel or roles to be recipients of the organization-level; mission/business process-level; and/or system-level access control policy necessary to facilitate the implementation of the access control policy and associated access controls.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-002108,Defines the personnel or roles to be recipients of the procedures necessary to facilitate the implementation of the organization-level; mission/business process-level; and/or system-level access control policy and associated access controls.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003601,"Develop and document an organization-level; mission/business process-level; and/or system-level access control policy that is consistent with applicable laws, Executive Orders, directives, regulations, policies, standards, and guidelines.",Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003602,"Develop and document an organization-level; mission/business process-level; and/or system-level access control policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003603,"Disseminate the organization-level; mission/business process-level; and/or system-level access control policy that is consistent with applicable laws, Executive Orders, directives, regulations, policies, standards, and guidelines to organization-defined personnel or roles.",Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003604,Develop and document procedures to facilitate the implementation of the organization-level; mission/business process-level; and/or system-level access control policy and the associated access control.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003605,Designate an organization-defined official to manage the development and documentation of the access control policy and procedures.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003606,Designate an organization-defined official to manage the dissemination of the access control policy and procedures.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003607,"Defines the official designated to manage the development, documentation, and dissemination of the access control policy and procedures.",Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003608,Review and update the current access control policy following organization-defined events.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003609,Defines the events following reviewing and updating the current access control policy.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003610,Review and update the current access control procedures following organization-defined events.,Compliant,,2024-12-15,ISSM,
AC-1,Policy and Procedures,CCI-003611,Defines the events following reviewing and updating the current access control procedures.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-000010,Require approvals by organization-defined personnel or roles for requests to create accounts.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-000011,"Create, enable, modify, disable, and remove system accounts in accordance with organization-defined procedures.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-000012,Review accounts for compliance with account management requirements per organization-defined frequency.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-001547,Defines the frequency on which it will review information system accounts for compliance with account management requirements.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002112,Assign account managers.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002115,Specify authorized users of the system.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002116,Specify authorized users of the group.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002117,Specify authorized users of the role membership.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002118,"Specify authorized access authorizations (i.e., privileges) for each account.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002119,Specify organization-attributes (as required) for each account on the system.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002120,Defines the personnel or roles authorized to approve the creation of accounts.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002121,"Defines the procedures to be employed when creating, enabling, modifying, disabling, and removing information system accounts.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002122,Monitor the use of accounts.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002123,Notify account managers and organization-defined personnel or roles within an organization-defined time-period when accounts are no longer required.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002124,Notify account managers and organization-defined personnel or roles within an organization-defined time-period when users are terminated or transferred.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002125,Notify account managers and organization-defined personnel or roles within an organization-defined time-period when system usage or need-to-know changes for an individual.,Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-002126,Authorize access to the system based on a valid access authorization.,Non-Compliant,High,2024-12-15,ISSM,
AC-2,Account Management,CCI-002127,Authorize access to the system based on intended system usage.,Non-Compliant,High,2024-12-15,ISSM,
AC-2,Account Management,CCI-002128,Authorize access to the system based on organization-defined attributes (as required).,Non-Compliant,High,2024-12-15,ISSM,
AC-2,Account Management,CCI-002129,Establish and implement a process for changing shared or group account authenticators (if deployed) when individuals are removed from the group.,Non-Compliant,Moderate,2024-12-15,ISSM,
AC-2,Account Management,CCI-003612,Define and document the types of accounts allowed and specifically prohibited for use within the system.,Non-Compliant,Moderate,2024-12-15,ISSM,
AC-2,Account Management,CCI-003613,Require organization-defined prerequisites and criteria for group membership.,Non-Compliant,Moderate,2024-12-15,ISSM,
AC-2,Account Management,CCI-003614,Require organization-defined prerequisites and criteria for role membership.,Non-Compliant,Moderate,2024-12-15,ISSM,
AC-2,Account Management,CCI-003615,Defines the prerequisites and criteria for group and role membership.,Non-Compliant,Low,2024-12-15,ISSM,
AC-2,Account Management,CCI-003616,Defines the attributes (as required) for each account.,Non-Compliant,Low,2024-12-15,ISSM,
AC-2,Account Management,CCI-003617,"Create, enable, modify, disable, and remove system accounts in accordance with organization-defined policy.",Non-Compliant,Low,2024-12-15,ISSM,
AC-2,Account Management,CCI-003618,"Create, enable, modify, disable, and remove system accounts in accordance with organization-defined criteria.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-003619,"Create, enable, modify, disable, and remove system accounts in accordance with organization-defined prerequisites.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-003620,"Defines the policy to be employed when creating, enabling, modifying, disabling, and removing information system accounts.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-003621,"Defines the prerequisites to be employed when creating, enabling, modifying, disabling, and removing information system accounts.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-003622,"Defines the criteria to be employed when creating, enabling, modifying, disabling, and removing information system accounts.",Compliant,,2024-12-15,ISSM,
AC-2,Account Management,CCI-003623,Defines the personnel or roles of whom to notify when accounts are no longer required; when users are terminated or transferred; and when system usage or need-to-know changes for an individual.,,,,,
AC-2,Account Management,CCI-003624,Defines the time period of when to notify account managers for each situation.,,,,,
AC-2,Account Management,CCI-003625,Defines the attributes (as required) for authorizing access to the system.,,,,,
AC-2,Account Management,CCI-003626,Align account management processes with personnel termination and transfer processes.,,,,,
AC-2(1),Account Management | Automated System Account Management,CCI-000015,Support the management of system accounts using organization-defined automated mechanisms.,,,,,
AC-2(10),Account Management | Shared and Group Account Credential Change,N/A,No CCIs mapped,,,,,
AC-2(11),Account Management | Usage Conditions,CCI-002143,Defines the circumstances and/or usage conditions that are to be enforced for organization-defined information system accounts.,,,,,
AC-2(11),Account Management | Usage Conditions,CCI-002144,Defines the system accounts that are to be subject to the enforcement of organization-defined circumstances and/or usage conditions.,,,,,
AC-2(11),Account Management | Usage Conditions,CCI-002145,Enforce organization-defined circumstances and/or usage conditions for organization-defined system accounts.,,,,,
AC-2(12),Account Management | Account Monitoring for Atypical Usage,N/A,No CCIs mapped,,,,,
AC-2(13),Account Management | Disable Accounts for High-risk Individuals,CCI-002150,Defines the time period within which the accounts of users posing a significant risk are to be disabled after discovery of the risk.,,,,,
AC-2(13),Account Management | Disable Accounts for High-risk Individuals,CCI-002151,Disable accounts of individuals within an organization-defined time-period of discovery of organization-defined significant risk.,,,,,
AC-2(13),Account Management | Disable Accounts for High-risk Individuals,CCI-003637,Defines the significant risks that may be discovered requiring disabled accounts of individuals.,,,,,
AC-2(2),Account Management | Automated Temporary and Emergency Account Management,CCI-000016,Automatically remove or disable temporary and emergency accounts after an organization-defined time-period for each type of account.,,,,,
AC-2(2),Account Management | Automated Temporary and Emergency Account Management,CCI-001361,Defines a time period after which temporary accounts are automatically terminated.,,,,,
AC-2(2),Account Management | Automated Temporary and Emergency Account Management,CCI-001365,Defines a time period after which emergency accounts are automatically terminated.,,,,,
AC-2(2),Account Management | Automated Temporary and Emergency Account Management,CCI-001682,Automatically remove or disable emergency accounts after an organization-defined time period for each type of account.,,,,,
AC-2(3),Account Management | Disable Accounts,CCI-000217,Defines a time period after which inactive accounts are automatically disabled.,,,,,
AC-2(4),Account Management | Automated Audit Actions,CCI-000018,Automatically audit account creation actions.,,,,,
AC-2(4),Account Management | Automated Audit Actions,CCI-001403,Automatically audit account modification actions.,,,,,
AC-2(4),Account Management | Automated Audit Actions,CCI-001404,Automatically audit account disabling actions.,,,,,
AC-2(4),Account Management | Automated Audit Actions,CCI-001405,Automatically audit account removal actions.,,,,,
AC-2(4),Account Management | Automated Audit Actions,CCI-002130,Automatically audit account enabling actions.,,,,,
AC-2(5),Account Management | Inactivity Logout,CCI-000019,Require that users log out in accordance with the organization-defined time-period of expected inactivity or description of when to log out.,,,,,
AC-2(5),Account Management | Inactivity Logout,CCI-001406,Defines a time period of expected inactivity when users are required to log out.,,,,,
AC-2(5),Account Management | Inactivity Logout,CCI-002133,Defines other conditions when users are required to log out.,,,,,
AC-2(6),Account Management | Dynamic Privilege Management,CCI-002134,Defines a list of dynamic privilege management capabilities to be implemented.,,,,,
AC-2(6),Account Management | Dynamic Privilege Management,CCI-002135,Implement the organization-defined list of dynamic privilege management capabilities.,,,,,
AC-2(7),Account Management | Privileged User Accounts,N/A,No CCIs mapped,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-002138,Defines the system accounts that can be dynamically created.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-002139,Create organization-defined system accounts dynamically.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003631,Defines the system accounts that can be dynamically activated.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003632,Activate organization-defined system accounts dynamically.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003633,Defines the system accounts that can be dynamically managed.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003634,Manage organization-defined system accounts dynamically.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003635,Defines the system accounts that can be dynamically deactivated.,,,,,
AC-2(8),Account Management | Dynamic Account Management,CCI-003636,Deactivate organization-defined system accounts dynamically.,,,,,
AC-2(9),Account Management | Restrictions on Use of Shared and Group Accounts,CCI-002140,Defines the conditions for establishing shared/group accounts.,,,,,
AC-2(9),Account Management | Restrictions on Use of Shared and Group Accounts,CCI-002141,Only permit the use of shared and group accounts that meet organization-defined conditions for establishing shared and group accounts.,,,,,
AC-3,Access Enforcement,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,,,,,
AC-3(1),Access Enforcement | Restricted Access to Privileged Functions,N/A,No CCIs mapped,,,,,
AC-3(10),Access Enforcement | Audited Override of Access Control Mechanisms,CCI-002185,Defines the conditions on which it will employ an audited override of automated access control mechanisms.,,,,,
AC-3(10),Access Enforcement | Audited Override of Access Control Mechanisms,CCI-002186,Employ an audited override of automated access control mechanisms under organization-defined conditions by organization-defined roles.,,,,,
AC-3(10),Access Enforcement | Audited Override of Access Control Mechanisms,CCI-003643,Defines the organization-defined roles for which it will employ an audited override of automated access control mechanisms.,,,,,
AC-3(11),Access Enforcement | Restrict Access to Specific Information Types,CCI-003644,Restrict direct access to data repositories containing organization-defined information types.,,,,,
AC-3(11),Access Enforcement | Restrict Access to Specific Information Types,CCI-003645,Defines the information types of which to restrict direct access to data repositories.,,,,,
AC-3(12),Access Enforcement | Assert and Enforce Application Access,N/A,No CCIs mapped,,,,,
AC-3(13),Access Enforcement | Attribute-based Access Control,CCI-003650,Enforce attribute-based access control policy over defined subjects and objects based upon organization-defined attributes to assume access permissions.,,,,,
AC-3(13),Access Enforcement | Attribute-based Access Control,CCI-003651,Defines the attributes to assume access permissions for enforcing attribute-based access control policy.,,,,,
AC-3(13),Access Enforcement | Attribute-based Access Control,CCI-003652,Enforce attribute-based control access over defined subjects and objects based upon organization-defined attributes to assume access permissions.,,,,,
AC-3(13),Access Enforcement | Attribute-based Access Control,CCI-003653,Defines the attributes to assume access permissions for enforcing attribute-based control access.,,,,,
AC-3(14),Access Enforcement | Individual Access,CCI-003654,Provide organization-defined mechanisms to enable individuals to have access to the following elements of their personally identifiable information: organization-defined elements.,,,,,
AC-3(14),Access Enforcement | Individual Access,CCI-003655,Defines the mechanisms to be provided for access to elements of personally identifiable information.,,,,,
AC-3(14),Access Enforcement | Individual Access,CCI-003656,Defines the elements of personally identifiable information.,,,,,
AC-3(15),Access Enforcement | Discretionary and Mandatory Access Control,N/A,No CCIs mapped,,,,,
AC-3(2),Access Enforcement | Dual Authorization,CCI-000021,Enforce dual authorization for organization-defined privileged commands and/or other organization-defined actions.,,,,,
AC-3(2),Access Enforcement | Dual Authorization,CCI-001408,Defines privileged commands for which dual authorization is to be enforced.,,,,,
AC-3(2),Access Enforcement | Dual Authorization,CCI-002152,Defines other actions necessary for which dual authorization is to be enforced.,,,,,
AC-3(3),Access Enforcement | Mandatory Access Control,CCI-002153,Defines the mandatory access control policies that are to be enforced over all subjects and objects.,,,,,
AC-3(3),Access Enforcement | Mandatory Access Control,CCI-003014,Enforce organization-defined mandatory access control policies over all subjects and objects.,,,,,
AC-3(4),Access Enforcement | Discretionary Access Control,CCI-002163,Defines the discretionary access control policies the information system is to enforce over subjects and objects.,,,,,
AC-3(4),Access Enforcement | Discretionary Access Control,CCI-002164,"Enforce organization-defined discretionary access control policy that over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: pass the information to any other subjects or objects; grant its privileges to other subjects; change security attributes on subjects, objects, the system, or the system's components; choose the security attributes to be associated with newly created or revised objects; and/or change the rules governing access control.",,,,,
AC-3(4),Access Enforcement | Discretionary Access Control,CCI-002165,Enforce organization-defined discretionary access control policies over defined subjects and objects.,,,,,
AC-3(5),Access Enforcement | Security-relevant Information,CCI-000024,"Prevent access to organization-defined security-relevant information except during secure, non-operable system states.",,,,,
AC-3(5),Access Enforcement | Security-relevant Information,CCI-001411,"Defines security-relevant information to which the system prevents access except during secure, non-operable system states.",,,,,
AC-3(6),Access Enforcement | Protection of User and System Information,N/A,No CCIs mapped,,,,,
AC-3(7),Access Enforcement | Role-based Access Control,CCI-002166,Defines the role-based access control policies to enforce over all subjects and objects.,,,,,
AC-3(7),Access Enforcement | Role-based Access Control,CCI-002169,Enforce a role-based access control policy over defined subjects and objects based upon organization-defined roles and users authorized to assume such roles.,,,,,
AC-3(7),Access Enforcement | Role-based Access Control,CCI-002170,Control access based upon organization-defined roles and users authorized to assume such roles.,,,,,
AC-3(7),Access Enforcement | Role-based Access Control,CCI-002173,Defines the roles authorized to control access based upon the role-based access control policy.,,,,,
AC-3(7),Access Enforcement | Role-based Access Control,CCI-002174,Defines the users authorized to control access based upon the role-based access control policy.,,,,,
AC-3(8),Access Enforcement | Revocation of Access Authorizations,CCI-002177,Defines the rules governing the timing of revocation of access authorizations.,,,,,
AC-3(8),Access Enforcement | Revocation of Access Authorizations,CCI-002178,Enforce the revocation of access authorizations resulting from changes to the security attributes of subjects based on organization-defined rules governing the timing of revocations of access authorizations.,,,,,
AC-3(8),Access Enforcement | Revocation of Access Authorizations,CCI-002179,Enforce the revocation of access authorizations resulting from changes to the security attributes of objects based on organization-defined rules governing the timing of revocations of access authorizations.,,,,,
AC-3(9),Access Enforcement | Controlled Release,N/A,No CCIs mapped,,,,,
AC-4,Information Flow Enforcement,CCI-001368,Enforce approved authorizations for controlling the flow of information within the system based on organization-defined information flow control policies.,,,,,
AC-4,Information Flow Enforcement,CCI-001414,Enforce approved authorizations for controlling the flow of information between connected systems based on organization-defined information flow control policies.,,,,,
AC-4,Information Flow Enforcement,CCI-001548,Defines the information flow control policies for controlling the flow of information within the system.,,,,,
AC-4,Information Flow Enforcement,CCI-001549,Defines the information flow control policies for controlling the flow of information between interconnected systems.,,,,,
AC-4(1),Information Flow Enforcement | Object Security and Privacy Attributes,CCI-002187,Defines the security attributes to be used to enforce organization-defined information flow control policies.,,,,,
AC-4(1),Information Flow Enforcement | Object Security and Privacy Attributes,CCI-002188,"Defines the information, source, and destination objects with which the organization-defined security attributes are to be associated.",,,,,
AC-4(1),Information Flow Enforcement | Object Security and Privacy Attributes,CCI-002189,Defines the information flow control policies to be enforced for flow control decisions.,,,,,
AC-4(1),Information Flow Enforcement | Object Security and Privacy Attributes,CCI-002190,"Use organization-defined security attributes associated with organization-defined information, source, and destination objects to enforce organization-defined information flow control policies as a basis for flow control decisions.",,,,,
AC-4(1),Information Flow Enforcement | Object Security and Privacy Attributes,CCI-003661,Defines the privacy attributes to be used to enforce organization-defined information flow control policies.,,,,,
AC-4(10),Information Flow Enforcement | Enable and Disable Security or Privacy Policy Filters,CCI-000034,Provide the capability for privileged administrators to enable and disable organization-defined security or privacy filters under organization-defined conditions.,,,,,
AC-4(10),Information Flow Enforcement | Enable and Disable Security or Privacy Policy Filters,CCI-001553,Defines security or privacy policy filters that privileged administrators have the capability to enable and disable.,,,,,
AC-4(10),Information Flow Enforcement | Enable and Disable Security or Privacy Policy Filters,CCI-002199,Defines the conditions that provides the capability for privileged administrators to enable and disable organization-defined security policy filters.,,,,,
AC-4(11),Information Flow Enforcement | Configuration of Security or Privacy Policy Filters,CCI-000035,Provide the capability for privileged administrators to configure the organization-defined security or privacy policy filters to support different security or privacy policies.,,,,,
AC-4(11),Information Flow Enforcement | Configuration of Security or Privacy Policy Filters,CCI-001554,Defines the security or privacy policy filters that privileged administrators have the capability to configure.,,,,,
AC-4(12),Information Flow Enforcement | Data Type Identifiers,CCI-002200,Defines the data type identifiers to be used to validate data being transferred between different security domains.,,,,,
AC-4(12),Information Flow Enforcement | Data Type Identifiers,CCI-002201,"When transferring information between different security domains, use organization-defined data type identifiers to validate data essential for information flow decisions.",,,,,
AC-4(13),Information Flow Enforcement | Decomposition into Policy-relevant Subcomponents,CCI-000219,"When transferring information between different security domains, decompose information into organization-defined policy-relevant subcomponents for submission to policy enforcement mechanisms.",,,,,
AC-4(13),Information Flow Enforcement | Decomposition into Policy-relevant Subcomponents,CCI-002202,Defines the policy-relevant subcomponents into which information being transferred between different security domains is to be decomposed for submission to policy enforcement mechanisms.,,,,,
AC-4(14),Information Flow Enforcement | Security or Privacy Policy Filter Constraints,CCI-001371,Defines security or privacy policy filters requiring fully enumerated formats which are to be implemented when transferring information between different security domains.,,,,,
AC-4(14),Information Flow Enforcement | Security or Privacy Policy Filter Constraints,CCI-001372,"When transferring information between different security domains, implement organization-defined security or privacy policy filters requiring fully enumerated formats that restrict data structure and content.",,,,,
AC-4(15),Information Flow Enforcement | Detection of Unsanctioned Information,CCI-001373,"When transferring information between different security domains, examine the information for the presence of organization-defined unsanctioned information.",,,,,
AC-4(15),Information Flow Enforcement | Detection of Unsanctioned Information,CCI-001374,"When transferring information between different security domains, prohibit the transfer of such information in accordance with the organization-defined security or privacy policy.",,,,,
AC-4(15),Information Flow Enforcement | Detection of Unsanctioned Information,CCI-002203,Defines the unsanctioned information when transferring information between different security domains.,,,,,
AC-4(15),Information Flow Enforcement | Detection of Unsanctioned Information,CCI-002204,Defines the security or privacy policy which prohibits the transfer of unsanctioned information between different security domains.,,,,,
AC-4(16),Information Flow Enforcement | Information Transfers on Interconnected Systems,N/A,No CCIs mapped,,,,,
AC-4(17),Information Flow Enforcement | Domain Authentication,CCI-002205,"Uniquely identify and authenticate source by organization, system, application, service, and/or individual for information transfer.",,,,,
AC-4(17),Information Flow Enforcement | Domain Authentication,CCI-002207,"Uniquely identify and authenticate destination points by organization, system, application, service, and/or individual for information transfer.",,,,,
AC-4(18),Information Flow Enforcement | Security Attribute Binding,N/A,No CCIs mapped,,,,,
AC-4(19),Information Flow Enforcement | Validation of Metadata,CCI-002211,"When transferring information between different security domains, implement organization-defined security or privacy filters on metadata.",,,,,
AC-4(19),Information Flow Enforcement | Validation of Metadata,CCI-003666,Defines the security or privacy policy filters implemented when transferring information between security domains.,,,,,
AC-4(2),Information Flow Enforcement | Processing Domains,CCI-000026,Use protected processing domains to enforce organization-defined information flow control policies as a basis for flow control decisions.,,,,,
AC-4(2),Information Flow Enforcement | Processing Domains,CCI-002191,Defines the information flow control policies to be enforced by the information system using protected processing domains.,,,,,
AC-4(20),Information Flow Enforcement | Approved Solutions,CCI-002212,Defines the solutions in approved configurations to be employed to control the flow of organization-defined information across security domains.,,,,,
AC-4(20),Information Flow Enforcement | Approved Solutions,CCI-002213,Defines the information to be subjected to flow control across security domains.,,,,,
AC-4(20),Information Flow Enforcement | Approved Solutions,CCI-002214,Employ organization-defined solutions in approved configurations to control the flow of organization-defined information across security domains.,,,,,
AC-4(21),Information Flow Enforcement | Physical or Logical Separation of Information Flows,CCI-002215,Defines the mechanisms and/or techniques to be used to logically or physically separate information flows.,,,,,
AC-4(21),Information Flow Enforcement | Physical or Logical Separation of Information Flows,CCI-002216,Defines the types of information required to accomplish logical or physical separation of information flows.,,,,,
AC-4(21),Information Flow Enforcement | Physical or Logical Separation of Information Flows,CCI-002217,Separate information flows logically or physically using organization-defined mechanisms and/or techniques to accomplish organization-defined required separations by types of information.,,,,,
AC-4(22),Information Flow Enforcement | Access Only,CCI-002218,"Provide access from a single device to computing platforms, applications, or data residing on multiple different security domains, while preventing any information flow between the different security domains.",,,,,
AC-4(23),Information Flow Enforcement | Modify Non-releasable Information,CCI-003667,"When transferring information between security domains, modify non-releasable information by implementing organization-defined modification action.",,,,,
AC-4(23),Information Flow Enforcement | Modify Non-releasable Information,CCI-003668,Defines the modification action when transferring information between different security domains.,,,,,
AC-4(24),Information Flow Enforcement | Internal Normalized Format,CCI-003669,"When transferring information between different security domains, parse incoming data into an internal normalized format.",,,,,
AC-4(24),Information Flow Enforcement | Internal Normalized Format,CCI-003670,"When transferring information between different security domains, regenerate the data to be consistent with its intended specification.",,,,,
AC-4(25),Information Flow Enforcement | Data Sanitization,CCI-003671,"When transferring information between different security domains, sanitize data to minimize delivery of malicious content, command and control of malicious code, malicious code augmentation, and steganography encoded data; spillage of sensitive information in accordance with organization-defined policy.",,,,,
AC-4(25),Information Flow Enforcement | Data Sanitization,CCI-003672,Defines the policy when transferring information between different security domains.,,,,,
AC-4(26),Information Flow Enforcement | Audit Filtering Actions,CCI-003673,"When transferring information between different security domains, record and audit content filtering actions and results for the information being filtered.",,,,,
AC-4(27),Information Flow Enforcement | Redundant/independent Filtering Mechanisms,CCI-003674,"When transferring information between different security domains, implement content filtering solutions that provide redundant and independent filtering mechanisms for each data type.",,,,,
AC-4(28),Information Flow Enforcement | Linear Filter Pipelines,CCI-003675,"When transferring information between different security domains, implement a linear content filter pipeline that is enforced with discretionary and mandatory access controls.",,,,,
AC-4(29),Information Flow Enforcement | Filter Orchestration Engines,N/A,No CCIs mapped,,,,,
