Control ID,Control Name,CCI,CCI Definition,Status,Risk Level,Assessment Date,Assessor,Comments
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003731,Defines the privacy attributes which are to be associated with organization-defined subjects and objects.,,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003732,"Defines the subjects to be associated, and that association maintained, with organization-defined privacy attributes in accordance with organization-defined privacy policies.",,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003733,"Defines the objects to be associated, and that association maintained, with organization-defined privacy attributes in accordance with organization-defined privacy policies.",,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003734,Require personnel to associate organization-defined privacy attributes with organization-defined subjects in accordance with organization-defined privacy policies.,,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003735,Require personnel to associate organization-defined privacy attributes with organization-defined objects in accordance with organization-defined privacy policies.,,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003736,Require personnel to maintain the association of organization-defined privacy attributes with organization-defined subjects in accordance with organization-defined privacy policies.,,,,,
AC-16(6),Security and Privacy Attributes | Maintenance of Attribute Association,CCI-003737,Require personnel to maintain the association of organization-defined privacy attributes with organization-defined objects in accordance with organization-defined privacy policies.,,,,,
AC-16(7),Security and Privacy Attributes | Consistent Attribute Interpretation,CCI-002299,Provide a consistent interpretation of security attributes transmitted between distributed system components.,,,,,
AC-16(7),Security and Privacy Attributes | Consistent Attribute Interpretation,CCI-003738,Provide a consistent interpretation of privacy attributes transmitted between distributed system components.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-002300,Defines the techniques and technologies to be implemented when associating security attributes with information.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-002301,Defines the level of assurance to be provided when implementing organization-defined techniques and technologies in associating security attributes to information.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-002302,Implement organization-defined techniques and technologies with an organization-defined level of assurance in associating security attributes to information.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-003739,Defines the techniques and technologies to be implemented when associating security attributes to information.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-003740,Defines the level of assurance to be provided when implementing organization-defined techniques and technologies in associating privacy attributes to information.,,,,,
AC-16(8),Security and Privacy Attributes | Association Techniques and Technologies,CCI-003741,Implement organization-defined techniques and technologies with an organization-defined level of assurance in associating privacy attributes to information.,,,,,
AC-16(9),Security and Privacy Attributes | Attribute Reassignment ' Regrading Mechanisms,CCI-002303,Defines the techniques or procedures to be employed to validate re-grading mechanisms.,,,,,
AC-16(9),Security and Privacy Attributes | Attribute Reassignment ' Regrading Mechanisms,CCI-002304,Change security attributes associated with information are reassigned only via re-grading mechanisms validated using organization-defined techniques or procedures.,,,,,
AC-16(9),Security and Privacy Attributes | Attribute Reassignment ' Regrading Mechanisms,CCI-003742,Change privacy attributes associated with information are reassigned only via re-grading mechanisms validated using organization-defined techniques or procedures.,,,,,
AC-17,Remote Access,CCI-000065,Authorize remote access to the system prior to allowing such connections.,,,,,
AC-17,Remote Access,CCI-002310,Establish and document usage restrictions for each type of remote access allowed.,,,,,
AC-17,Remote Access,CCI-002311,Establish and document configuration/connection requirements for each type of remote access allowed.,,,,,
AC-17,Remote Access,CCI-002312,Establish and document implementation guidance for each type of remote access allowed.,,,,,
AC-17(1),Remote Access | Monitoring and Control,CCI-000067,Employ automated mechanisms to monitor remote access methods.,,,,,
AC-17(1),Remote Access | Monitoring and Control,CCI-002314,Employ automated mechanisms to control remote access methods.,,,,,
AC-17(10),Remote Access | Authenticate Remote Commands,CCI-003747,Implement organization-defined mechanisms to authenticate organization-defined remote commands.,,,,,
AC-17(10),Remote Access | Authenticate Remote Commands,CCI-003748,Defines the mechanisms used to authenticate organization-defined remote commands.,,,,,
AC-17(10),Remote Access | Authenticate Remote Commands,CCI-003749,Defines the remote commands used for implementing organization-defined mechanisms.,,,,,
AC-17(2),Remote Access | Protection of Confidentiality and Integrity Using Encryption,CCI-000068,Implement cryptographic mechanisms to protect the confidentiality of remote access sessions.,,,,,
AC-17(2),Remote Access | Protection of Confidentiality and Integrity Using Encryption,CCI-001453,Implement cryptographic mechanisms to protect the integrity of remote access sessions.,,,,,
AC-17(3),Remote Access | Managed Access Control Points,CCI-000069,Route all remote accesses through authorized and managed network access control points.,,,,,
AC-17(4),Remote Access | Privileged Commands and Access,N/A,No CCIs mapped,,,,,
AC-17(5),Remote Access | Monitoring for Unauthorized Connections,N/A,No CCIs mapped,,,,,
AC-17(6),Remote Access | Protection of Mechanism Information,CCI-000072,Protect information about remote access mechanisms from unauthorized use and disclosure.,,,,,
AC-17(7),Remote Access | Additional Protection for Security Function Access,N/A,No CCIs mapped,,,,,
AC-17(8),Remote Access | Disable Nonsecure Network Protocols,N/A,No CCIs mapped,,,,,
AC-17(9),Remote Access | Disconnect or Disable Access,CCI-002321,Defines the time-period within which it disconnects or disables remote access to the system.,,,,,
AC-17(9),Remote Access | Disconnect or Disable Access,CCI-002322,Provide the capability to disconnect or disable remote access to the system within the organization-defined time period.,,,,,
AC-18,Wireless Access,CCI-001439,Establish implementation guidance for wireless access.,,,,,
AC-18,Wireless Access,CCI-001441,Authorize each type of wireless access to the system prior to allowing such connections.,,,,,
AC-18,Wireless Access,CCI-002323,Establish configuration requirements and connection requirements for wireless access.,,,,,
AC-18(1),Wireless Access | Authentication and Encryption,CCI-001443,Protect wireless access to the system using authentication of users and/or devices.,,,,,
AC-18(1),Wireless Access | Authentication and Encryption,CCI-001444,Protect wireless access to the system using encryption.,,,,,
AC-18(2),Wireless Access | Monitoring Unauthorized Connections,N/A,No CCIs mapped,,,,,
AC-18(3),Wireless Access | Disable Wireless Networking,CCI-001449,"Disable, when not intended for use, wireless networking capabilities internally embedded within system components prior to issuance and deployment.",,,,,
AC-18(4),Wireless Access | Restrict Configurations by Users,CCI-002324,Identify and explicitly authorize users allowed to independently configure wireless networking capabilities.,,,,,
AC-18(5),Wireless Access | Antennas and Transmission Power Levels,CCI-001451,Select radio antennas and calibrate transmission power levels to reduce the probability that signals from wireless access points can be received outside of organization-controlled boundaries.,,,,,
AC-19,Access Control for Mobile Devices,CCI-000083,"Establish implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas.",,,,,
AC-19,Access Control for Mobile Devices,CCI-000084,Authorize connection of mobile devices to organizational systems.,,,,,
AC-19,Access Control for Mobile Devices,CCI-002325,"Establish configuration requirements for organization-controlled mobile devices, to include when such devices are outside of controlled areas.",,,,,
AC-19,Access Control for Mobile Devices,CCI-002326,"Establish connection requirements for organization-controlled mobile devices, to include when such devices are outside of controlled areas.",,,,,
AC-19(1),Access Control for Mobile Devices | Use of Writable and Portable Storage Devices,N/A,No CCIs mapped,,,,,
AC-19(2),Access Control for Mobile Devices | Use of Personally Owned Portable Storage Devices,N/A,No CCIs mapped,,,,,
AC-19(3),Access Control for Mobile Devices | Use of Portable Storage Devices with No Identifiable Owner,N/A,No CCIs mapped,,,,,
AC-19(4),Access Control for Mobile Devices | Restrictions for Classified Information,N/A,No CCIs mapped,,,,,
AC-19(5),Access Control for Mobile Devices | Full Device or Container-based Encryption,CCI-002329,Defines the mobile devices that are to employ full-device or container encryption to protect the confidentiality and integrity of the information on the device.,,,,,
AC-19(5),Access Control for Mobile Devices | Full Device or Container-based Encryption,CCI-002330,Employ full-device encryption or container encryption to protect the confidentiality of information on organization-defined mobile devices.,,,,,
AC-19(5),Access Control for Mobile Devices | Full Device or Container-based Encryption,CCI-002331,Employ full-device encryption or container encryption to protect the integrity of information on organization-defined mobile devices.,,,,,
AC-20,Use of External Systems,CCI-000093,"Establish organization-defined terms and conditions, and/or identify organization-defined controls asserted to be implemented on external systems, consistent with the trust relationships established with other organizations owning, operating, and/or maintaining external systems, allowing authorized individuals to access the system from the external systems.",,,,,
AC-20,Use of External Systems,CCI-002332,"Establish organization-defined terms and conditions, and/or identify organization-defined controls asserted to be implemented on external systems, consistent with the trust relationships established with other organizations owning, operating, and/or maintaining external systems, allowing authorized individuals to process, store, or transmit organization-controlled information using the external systems.",,,,,
AC-20,Use of External Systems,CCI-003750,Defines the terms and conditions for accessing the system from external systems.,,,,,
AC-20,Use of External Systems,CCI-003751,Defines the controls asserted to be implemented on external systems allowing individuals to access the system from external systems.,,,,,
AC-20,Use of External Systems,CCI-003752,"Defines the terms and conditions for processing, storing, or transmitting organization-controlled information using external systems.",,,,,
AC-20,Use of External Systems,CCI-003753,"Defines the controls asserted to be implemented on external systems allowing individuals to process, store, or transmit organization-controlled information using external systems.",,,,,
AC-20,Use of External Systems,CCI-003754,Prohibit the use of organizationally-defined types of external systems.,,,,,
AC-20,Use of External Systems,CCI-003755,Defines the types of external systems that are prohibited.,,,,,
AC-20(1),Use of External Systems | Limits on Authorized Use,N/A,No CCIs mapped,,,,,
AC-20(2),Use of External Systems | Portable Storage Devices ' Restricted Use,CCI-000097,Restrict the use of organization-controlled portable storage devices by authorized individuals on external systems using organization-defined restrictions.,,,,,
AC-20(2),Use of External Systems | Portable Storage Devices ' Restricted Use,CCI-003758,Defines the restrictions for the use of organization-controlled portable storage devices.,,,,,
AC-20(3),Use of External Systems | Non-organizationally Owned Systems ' Restricted Use,CCI-002338,"Restrict the use of non-organizationally owned systems or system components to process, store, or transmit organizational information using organization-defined restrictions.",,,,,
AC-20(4),Use of External Systems | Network Accessible Storage Devices ' Prohibited Use,CCI-002339,Defines the network accessible storage devices that are to be prohibited from being used in external systems.,,,,,
AC-20(4),Use of External Systems | Network Accessible Storage Devices ' Prohibited Use,CCI-002340,Prohibit the use of organization-defined network accessible storage devices in external systems.,,,,,
AC-20(5),Use of External Systems | Portable Storage Devices ' Prohibited Use,CCI-003759,Prohibit the use of organization-controlled portable storage devices by authorized individuals on external systems.,,,,,
AC-21,Information Sharing,CCI-000098,Enable authorized users to determine whether access authorizations assigned to the sharing partner match the information's access and use restrictions for organization-defined information sharing circumstances where user discretion is required.,,,,,
AC-21,Information Sharing,CCI-001470,Defines information sharing circumstances where user discretion is required.,,,,,
AC-21,Information Sharing,CCI-001471,Employ organization-defined automated mechanisms or manual processes required to assist users in making information sharing/collaboration decisions.,,,,,
AC-21,Information Sharing,CCI-001472,Defines the automated mechanisms or manual processes required to assist users in making information sharing/collaboration decisions.,,,,,
AC-21(1),Information Sharing | Automated Decision Support,CCI-000099,Employ organization-defined automated mechanisms to enforce information-sharing decisions by authorized users based on access authorizations of sharing partners and access restrictions on information to be shared.,,,,,
AC-21(2),Information Sharing | Information Search and Retrieval,CCI-002341,Defines the information sharing restrictions to be enforced when implementing information search and retrieval services.,,,,,
AC-21(2),Information Sharing | Information Search and Retrieval,CCI-002342,Implement information search and retrieval services that enforce organization-defined information sharing restrictions.,,,,,
AC-22,Publicly Accessible Content,CCI-001473,Designate individuals authorized to post information onto a publicly accessible system.,,,,,
AC-22,Publicly Accessible Content,CCI-001474,Train authorized individuals to ensure that publicly accessible information does not contain nonpublic information.,,,,,
AC-22,Publicly Accessible Content,CCI-001475,Review the proposed content of information prior to posting onto the publicly accessible system to ensure that nonpublic information is not included.,,,,,
AC-22,Publicly Accessible Content,CCI-001476,Review the content on the publicly accessible system for nonpublic information on an organization-defined frequency.,,,,,
AC-22,Publicly Accessible Content,CCI-001477,Defines a frequency for reviewing the content on the publicly accessible system for nonpublic information.,,,,,
AC-22,Publicly Accessible Content,CCI-001478,"Remove nonpublic information from the publicly accessible system, if discovered.",,,,,
AC-23,Data Mining Protection,CCI-002343,Defines the data mining prevention techniques to be employed to protect organization-defined data storage objects against data mining.,,,,,
AC-23,Data Mining Protection,CCI-002344,Defines the data mining detection techniques to be employed to detect data mining attempts against organization-defined data storage objects.,,,,,
AC-23,Data Mining Protection,CCI-002345,Defines the data storage objects that are to be protected against data mining attempts.,,,,,
AC-23,Data Mining Protection,CCI-002346,Employ organization-defined data mining prevention techniques for organization-defined data storage objects to protect against unauthorized data mining.,,,,,
AC-23,Data Mining Protection,CCI-002347,Employ organization-defined data mining detection techniques for organization-defined data storage objects to detect data mining attempts.,,,,,
AC-24,Access Control Decisions,CCI-002348,Defines the access control decisions that are to be applied to each access request prior to access enforcement.,,,,,
AC-24,Access Control Decisions,CCI-002349,Establish procedures or implement mechanisms to ensure organization-defined access control decisions are applied to each access request prior to access enforcement.,,,,,
AC-24(1),Access Control Decisions | Transmit Access Authorization Information,CCI-002350,Defines the access authorization information that is to be transmitted using organization-defined security safeguards to organization-defined systems that enforce access control decisions.,,,,,
AC-24(1),Access Control Decisions | Transmit Access Authorization Information,CCI-002351,Defines the controls to be employed when transmitting organization-defined access authorization information to organization-defined systems that enforce access control decisions.,,,,,
AC-24(1),Access Control Decisions | Transmit Access Authorization Information,CCI-002352,Defines the systems that are to be recipients of organization-defined access authorization information using organization-defined security safeguards.,,,,,
AC-24(1),Access Control Decisions | Transmit Access Authorization Information,CCI-002353,Transmit organization-defined access authorization information using organization-defined controls to organization-defined systems that enforce access control decisions.,,,,,
AC-24(2),Access Control Decisions | No User or Process Identity,CCI-002354,"Defines the security attributes, not to include the identity of the user or process acting on behalf of the user, to be used as the basis for enforcing access control decisions.",,,,,
AC-24(2),Access Control Decisions | No User or Process Identity,CCI-002355,Enforce access control decisions based on organization-defined security or privacy attributes that do not include the identity of the user or process acting on behalf of the user.,,,,,
AC-24(2),Access Control Decisions | No User or Process Identity,CCI-003760,"Defines the privacy attributes, not to include the identity of the user or process acting on behalf of the user, to be used as the basis for enforcing access control decisions.",,,,,
AC-25,Reference Monitor,CCI-002356,Defines the access control policies to be implemented by the reference monitor.,,,,,
AC-25,Reference Monitor,CCI-002357,Implement a reference monitor for organization-defined access control policies that is tamperproof.,,,,,
AC-25,Reference Monitor,CCI-002358,Implement a reference monitor for organization-defined access control policies that is always invoked.,,,,,
AC-25,Reference Monitor,CCI-002359,"Implement a reference monitor for organization-defined access control policies that is small enough to be subject to analysis and testing, the completeness of which can be assured.",,,,,
